date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:54:18	84355/84355	---MCZ	200	added ('OK')	application/javascript	etag:W/%227f9fb969ce353c5d77707836391eb28d%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/jquery.min.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/jquery.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:19	19188/19188	---MCZ	200	added ('OK')	application/javascript	etag:W/%2270d3fda195602fe8b75e0097eed74dde%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/popper.min.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/popper.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:19	48944/48944	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214d449eb8876fa55e1ef3c2cc52b0c17%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/bootstrap.min.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/bootstrap.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:20	40401/40401	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ffaa3c82ad2c6e216e68aca44746e1be%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/owl.carousel.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/owl.carousel.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:21	6077/6077	---MCZ	200	added ('OK')	application/javascript	etag:W/%2240c93ea04f47fdb4526cd3ef91738900%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/validator.min.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/validator.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:21	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%2236050285bfeeb7395752f0f9bbc08273%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/wow.min.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/wow.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:22	28935/28935	---MCZ	200	added ('OK')	application/javascript	etag:W/%220850ae304b0eb839c556c01fba3b3982%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/jquery.mixitup.min.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/jquery.mixitup.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:22	21102/21102	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ac1614241b8961ce4d6b04cd0a5bdd57%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/circle-progress.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/circle-progress.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:23	5138/5138	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a33571eb2591514e45765696e5d92c9f%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/jquery.nav.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/jquery.nav.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:23	68253/68253	---MCZ	200	added ('OK')	application/javascript	etag:W/%2249a6b4d019a934bcf83f0c397eba82d8%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/jquery.fancybox.min.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/jquery.fancybox.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:24	89666/89666	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e4ae7aca757b428f930a11076d82ad39%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/isotope.pkgd.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/isotope.pkgd.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:24	31433/31433	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e95103f49165f77d2a8a257298430622%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/packery-mode.pkgd.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/plugins/js/packery-mode.pkgd.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:25	2211/2211	---MCZ	200	added ('OK')	application/javascript	etag:W/%228b8b96e67382dfffa1d09d8b327439eb%22	https://maha-cv-resume-bootstrap.vercel.app/assets/js/map-init.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/js/map-init.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:26	10743/10743	---MCZ	200	added ('OK')	application/javascript	etag:W/%2270374a7d231bd681fa06517c7e26dc2e%22	https://maha-cv-resume-bootstrap.vercel.app/assets/js/custom-scripts.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/js/custom-scripts.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:26	2802/2802	---MCZ	200	added ('OK')	text/css	etag:W/%223e4561668e5b8ca716fb27508c325917%22	https://maha-cv-resume-bootstrap.vercel.app/demo/demo.css	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/demo/demo.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:27	1840/1840	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f3260df6d4fca34a507e4a35f11696ce%22	https://maha-cv-resume-bootstrap.vercel.app/demo/styleswitcher.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/demo/styleswitcher.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:27	407/407	---M--	200	added ('OK')	application/javascript	etag:%227c60ab560594cd52516e44827d66511b%22	https://maha-cv-resume-bootstrap.vercel.app/demo/demo.js	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/demo/demo.js	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:28	50585/50585	---M--	200	added ('OK')	image/png	etag:%22b917b8d3d3b1c2a0c77fab2f0b84ac05%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/h1w.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/h1w.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:28	59566/59566	---MCZ	200	added ('OK')	text/html	etag:W/%2247f9c6513ad94d94b7fe408f21af19cc%22	https://maha-cv-resume-bootstrap.vercel.app/home-one-w.html	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/home-one-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:29	51788/51788	---M--	200	added ('OK')	image/png	etag:%22817c2f89d22f43e529560c3ad3bcf603%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/h1.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/h1.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:29	73906/73906	---MCZ	200	added ('OK')	text/html	etag:W/%2230a67698b2fdc0dc00e822b83275eb47%22	https://maha-cv-resume-bootstrap.vercel.app/home-two.html	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/home-two.html	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:30	87733/87733	---M--	200	added ('OK')	image/png	etag:%22c9484a92fc9f5d0eb5278ecda42e0991%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/h2w.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/h2w.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:31	73911/73911	---MCZ	200	added ('OK')	text/html	etag:W/%22e9b96a3a9bf545713199cd0a37718fbd%22	https://maha-cv-resume-bootstrap.vercel.app/home-two-w.html	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/home-two-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:31	104012/104012	---M--	200	added ('OK')	image/png	etag:%225f4103f327e7136842fe35670a69f8b5%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/h2.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/h2.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:31	58815/58815	---MCZ	200	added ('OK')	text/html	etag:W/%223042e46ff869d202647bf289c5dcfd2b%22	https://maha-cv-resume-bootstrap.vercel.app/home-rtl.html	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/home-rtl.html	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:32	49278/49278	---M--	200	added ('OK')	image/png	etag:%22c42f96de7c06222681829987f83b7033%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/h3w.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/h3w.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:32	58815/58815	---MCZ	200	added ('OK')	text/html	etag:W/%22c4099881c684ad43ca4fc8af11fbdc83%22	https://maha-cv-resume-bootstrap.vercel.app/home-rtl-w.html	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/home-rtl-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:33	50482/50482	---M--	200	added ('OK')	image/png	etag:%225afb4fd4d553610295db25671756d39d%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/h3.png	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/images/h3.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
01:54:34	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22674f50d287a8c48dc19ba404d20fe713%22	https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
01:54:34	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22674f50d287a8c48dc19ba404d20fe713%22	https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
01:54:35	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22af7ae505a9eed503f8b8e6982036873e%22	https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
01:54:36	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22fee66e712a8a08eef5805a46892932ad%22	https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
01:54:36	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22b06871f281fee6b241d60582ae9369b9%22	https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/dev/CV/CV/CV3.1/CV/maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
